StateNames,statecode,Year,schools_established,sc_schools,st_schools,tot_min_schools,SC_res,ST_res,Elec_Yrs_ECI,female_win_prop,SC_curr_share,ST_curr_share,sc_census_share,st_census_share,Population_Density_SqKm,sc_school_prop,st_school_prop,minority_schools_prop,ST_res_inter_ST_curr_share,SC_res_inter_SC_curr_share
Uttar Pradesh,15,2004,11592,2489,2126,4481,22.0843672456576,0,0,6.403940886699511,20.99539042068144,.2359035053597882,21.14850582276538,.0649604997164796,591,.2147170462387854,.1834023464458247,.386559696342305,0,463.6699125162906
West Bengal,16,2004,1159,183,276,417,20.0680272108844,5.78231292517007,0,9.52380952380952,23.17884958251948,5.597001859934378,23.01500406660595,5.496386913936564,808,.1578947368421053,.2381363244176014,.359792924935289,32.36361619689948,465.1537841389975
Assam,17,2004,2596,291,393,684,6.349206349206351,12.6984126984127,0,7.8125,6.950475833051338,16.68005565345596,6.850170066036583,16.53238307641102,302,.112095531587057,.151386748844376,.263482280431433,211.8102305200757,44.13000528921486
Andhra Pradesh,1,2005,1991,402,220,622,13.265306122449,5.10204081632653,0,8.783783783783781,16.28356382359279,6.764462017577924,16.1914379564353,6.592446579882876,256,.2019085886489201,.1104972375690608,.3124058262179809,34.51256131417308,216.0064588843945
Bihar,2,2005,583,103,126,210,16.0493827160494,0,1,5.76131687242798,15.80957033969115,1.082296650026992,15.72149687652823,.9136923170511412,763,.176672384219554,.2161234991423671,.3602058319039451,0,253.7338449580063
Delhi,3,2005,133,2,0,2,18.5714285714286,0,0,10,16.84390003887396,0,16.91818934859208,0,7547,.0150375939849624,0,.0150375939849624,0,312.8152864362312
Gujarat,4,2005,880,304,69,373,7.14285714285714,14.2857142857143,0,6.48648648648649,6.935714432684804,14.75959932711216,7.090276084255423,14.7641796887558,230,.3454545454545455,.0784090909090909,.4238636363636364,210.8514189587454,49.54081737632001
Haryana,5,2005,317,44,0,44,18.8888888888889,0,1,13.9784946236559,19.71370887422936,0,19.34828261296851,0,414,.138801261829653,0,.138801261829653,0,372.3700565132215
Karnataka,6,2005,1596,337,327,513,14.7321428571429,.892857142857143,0,2.67857142857143,16.61373377747021,6.72856614258458,16.20404717739804,6.554303055471767,251,.2111528822055138,.2048872180451128,.3214285714285715,6.007648341593375,244.7558994002315
Kerala,7,2005,230,20,26,40,9.28571428571429,.714285714285714,0,5.71428571428571,9.517880618712105,1.270354011206801,9.810949112937148,1.143760316373282,777,.0869565217391304,.1130434782608696,.1739130434782609,.9073957222905717,88.38032003089816
Maharashtra,8,2005,1610,237,246,483,6.25,7.638888888888889,0,4.16666666666667,10.9038514144812,9.071334298547894,10.20003720738115,8.853630842641897,280,.1472049689440994,.1527950310559006,.3,69.29491478057419,68.1490713405075
Madhya Pradesh,9,2005,1529,340,286,626,14.7826086956522,17.8260869565217,0,8.260869565217389,15.36945320344519,20.6357547403378,15.1706328474091,20.27154062693984,173,.2223675604970569,.1870503597122302,.4094179202092871,367.8547584147165,227.2006125726685
Odisha,10,2005,355,57,42,88,14.9659863945578,23.1292517006803,0,7.48299319727891,16.78468288223317,22.44094106363105,16.52525250878557,22.13056987892294,216,.1605633802816901,.1183098591549296,.247887323943662,519.0421742608549,251.1993356524689
Punjab,11,2005,365,61,0,61,24.7863247863248,0,0,6.83760683760684,30.18467308125721,0,28.8547283901116,0,435,.1671232876712329,0,.1671232876712329,0,748.1671105610766
Rajasthan,12,2005,2664,441,460,840,16.5,12,0,6,17.45706161703778,12.97057835138683,17.15615719543503,12.56071351488947,143,.1655405405405405,.1726726726726727,.3153153153153153,155.6469402166419,288.0415166811233
Tamil Nadu,13,2005,912,140,198,270,17.9487179487179,1.28205128205128,0,10.6837606837607,19.44109894723131,1.068849596119852,19.00068101173933,1.043688668141885,449,.1535087719298246,.2171052631578947,.2960526315789473,1.370319995025449,348.9428016169713
Tripura,14,2005,108,13,21,34,11.6666666666667,33.3333333333333,0,3.33333333333333,17.56820195633694,31.35889910238415,17.37070139031502,31.05229646258771,280,.1203703703703704,.1944444444444444,.3148148148148148,1045.296636746137,204.9623561572649
Uttar Pradesh,15,2005,10794,2086,1727,3711,22.0843672456576,0,0,6.403940886699511,20.94817202289806,.2886196575488939,21.14850582276538,.0649604997164796,605,.1932555123216602,.1599962942375394,.3438021122846026,0,462.6271240788908
West Bengal,16,2005,1061,240,155,342,20.0680272108844,5.78231292517007,0,9.52380952380952,23.23059811598172,5.628780335634217,23.01500406660595,5.496386913936564,821,.2262016965127238,.1460885956644675,.3223374175306315,32.54736928768086,466.192275116641
Assam,17,2005,712,172,75,247,6.349206349206351,12.6984126984127,0,7.8125,6.981772817217524,16.72613347866504,6.850170066036583,16.53238307641102,308,.2415730337078652,.1053370786516854,.3469101123595505,212.395345760826,44.32871629979381
Andhra Pradesh,1,2006,1239,254,224,478,13.265306122449,5.10204081632653,0,8.783783783783781,16.30539596100234,6.805225851750309,16.1914379564353,6.592446579882876,260,.2050040355125101,.1807909604519774,.3857949959644875,34.72054005995054,216.2960688704396
Bihar,2,2006,8426,1163,1930,2944,16.0493827160494,0,0,5.76131687242798,15.82910471070876,1.11969366207948,15.72149687652823,.9136923170511412,783,.1380251602183717,.2290529314028009,.349394730595775,0,254.0473595545854
Delhi,3,2006,164,1,0,1,18.5714285714286,0,0,10,16.8271056027381,0,16.91818934859208,0,7846,.0060975609756098,0,.0060975609756098,0,312.5033897651367
Gujarat,4,2006,768,248,77,325,7.14285714285714,14.2857142857143,0,6.48648648648649,6.900470834908188,14.75855414403444,7.090276084255423,14.7641796887558,234,.3229166666666667,.1002604166666667,.4231770833333333,210.8364877719207,49.28907739220132
Haryana,5,2006,425,96,0,96,18.8888888888889,0,0,13.9784946236559,19.79679725746884,0,19.34828261296851,0,425,.2258823529411765,0,.2258823529411765,0,373.9395037521895
Karnataka,6,2006,1967,432,455,676,14.7321428571429,.892857142857143,0,2.67857142857143,16.70874395963136,6.768979583812874,16.20404717739804,6.554303055471767,256,.2196237925775292,.2313167259786477,.3436705643111337,6.043731771261496,246.1556029767126
Kerala,7,2006,155,16,23,37,9.28571428571429,.714285714285714,1,4.9645390070922,9.446369662709811,1.301243469551815,9.810949112937148,1.143760316373282,784,.1032258064516129,.1483870967741935,.2387096774193548,.9294596211084388,87.71628972516257
Maharashtra,8,2006,1535,298,301,599,6.25,7.638888888888889,0,4.16666666666667,11.06677487381779,9.121729030738681,10.20003720738115,8.853630842641897,286,.1941368078175896,.1960912052117264,.390228013029316,69.67987454036493,69.16734296136121
Madhya Pradesh,9,2006,1985,482,280,762,14.7826086956522,17.8260869565217,0,8.260869565217389,15.4145680740548,20.71840030600678,15.1706328474091,20.27154062693984,177,.2428211586901763,.1410579345088161,.3838790931989924,369.3280054549026,227.8675280512452
Odisha,10,2006,897,152,287,345,14.9659863945578,23.1292517006803,0,7.48299319727891,16.84528434131799,22.51344072201688,16.52525250878557,22.13056987892294,220,.169453734671126,.3199554069119286,.3846153846153846,520.7190371078741,252.1062962646226
Punjab,11,2006,336,46,0,46,24.7863247863248,0,0,6.83760683760684,30.49556549633398,0,28.8547283901116,0,444,.1369047619047619,0,.1369047619047619,0,755.8729909347743
Rajasthan,12,2006,1883,382,215,570,16.5,12,0,6,17.52504629459927,13.06317898985495,17.15615719543503,12.56071351488947,147,.2028677642060542,.1141795007966012,.3027084439723845,156.7581478782593,289.163263860888
Tamil Nadu,13,2006,477,81,103,154,17.9487179487179,1.28205128205128,1,9.361702127659569,19.54323208418815,1.074685170959175,19.00068101173933,1.043688668141885,454,.169811320754717,.2159329140461216,.3228511530398323,1.37780150122971,350.7759604854274
Tripura,14,2006,131,20,23,43,11.6666666666667,33.3333333333333,0,3.33333333333333,17.61415485252694,31.43026747677911,17.37070139031502,31.05229646258771,284,.1526717557251908,.1755725190839695,.3282442748091603,1047.675582559302,205.4984732794816
Uttar Pradesh,15,2006,10474,2180,1733,3752,22.0843672456576,0,0,6.403940886699511,20.90268824211273,.3393992270085586,21.14850582276538,.0649604997164796,619,.2081344281076953,.1654573228947871,.3582203551651709,0,461.6226435603066
West Bengal,16,2006,665,168,96,231,20.0680272108844,5.78231292517007,1,12.8378378378378,23.28100655767185,5.659735868711995,23.01500406660595,5.496386913936564,835,.2526315789473684,.1443609022556391,.3473684210526316,32.72636386670203,467.2038730961369
Assam,17,2006,1320,212,225,437,6.349206349206351,12.6984126984127,1,11.0236220472441,7.012085355301896,16.7707619266995,6.850170066036583,16.53238307641102,313,.1606060606060606,.1704545454545454,.3310606060606061,212.9620562120572,44.52117685905967
Andhra Pradesh,1,2007,1485,422,196,618,13.265306122449,5.10204081632653,0,8.783783783783781,16.32677815074167,6.845150798014031,16.1914379564353,6.592446579882876,263,.2841750841750842,.131986531986532,.4161616161616162,34.9242387653777,216.5797101629
Bihar,2,2007,6717,1245,1858,2984,16.0493827160494,0,0,5.76131687242798,15.84777816427767,1.155440819389065,15.72149687652823,.9136923170511412,803,.1853506029477445,.2766115825517344,.4442459431293732,0,254.3470569575431
Delhi,3,2007,66,0,0,0,18.5714285714286,0,0,10,16.81094310901958,0,16.91818934859208,0,8145,0,0,0,0,312.2032291675069
Gujarat,4,2007,796,194,98,292,7.14285714285714,15.3846153846154,1,8.79120879120879,6.866445122217202,14.75754482107567,7.090276084255423,14.7641796887558,239,.2437185929648241,.1231155778894472,.3668341708542713,227.039151093472,49.04603658726571
Haryana,5,2007,404,77,0,77,18.8888888888889,0,0,13.9784946236559,19.87693622248756,0,19.34828261296851,0,436,.1905940594059406,0,.1905940594059406,0,375.4532397580986
Karnataka,6,2007,2053,456,526,739,14.7321428571429,.892857142857143,0,2.67857142857143,16.80104381160517,6.808241885885426,16.20404717739804,6.554303055471767,260,.2221139795421335,.2562104237700926,.359961032635168,6.078787398111989,247.515377581684
Kerala,7,2007,109,22,18,38,9.28571428571429,.714285714285714,0,4.9645390070922,9.375541676304094,1.33183808047947,9.810949112937148,1.143760316373282,792,.2018348623853211,.1651376146788991,.3486238532110092,.9513129146281925,87.05860127996662
Maharashtra,8,2007,818,93,151,244,6.25,7.638888888888889,0,4.16666666666667,11.22494280748867,9.170653747519768,10.20003720738115,8.853630842641897,292,.1136919315403423,.1845965770171149,.2982885085574572,70.05360501577601,70.15589254680418
Madhya Pradesh,9,2007,1620,364,249,613,14.7826086956522,17.8260869565217,0,8.260869565217389,15.45804828879502,20.79804865355752,15.1706328474091,20.27154062693984,181,.2246913580246914,.1537037037037037,.378395061728395,370.7478238242853,228.5102790517529
Odisha,10,2007,1517,184,276,455,14.9659863945578,23.1292517006803,0,7.48299319727891,16.90431571180509,22.58406453401767,16.52525250878557,22.13056987892294,223,.1212920237310481,.1819380355965722,.2999340804218853,522.3525130317017,252.9897589521846
Punjab,11,2007,222,26,0,26,25,0,1,6.03448275862069,30.79848267510818,0,28.8547283901116,0,452,.1171171171171171,0,.1171171171171171,0,769.9620668777044
Rajasthan,12,2007,1726,320,306,582,16.5,12,0,6,17.59046018011346,13.15228030806596,17.15615719543503,12.56071351488947,151,.1853997682502897,.1772885283893395,.3371958285052143,157.8273636967915,290.2425929718722
Tamil Nadu,13,2007,546,67,165,205,17.9487179487179,1.28205128205128,0,9.361702127659569,19.6424509186674,1.080354148373147,19.00068101173933,1.043688668141885,460,.1227106227106227,.3021978021978022,.3754578754578755,1.385069420991212,352.5568113606959
Tripura,14,2007,218,30,56,86,11.6666666666667,33.3333333333333,0,3.33333333333333,17.65885550386894,31.49966231643748,17.37070139031502,31.05229646258771,288,.1376146788990826,.2568807339449541,.3944954128440367,1049.988743881248,206.0199808784715
Uttar Pradesh,15,2007,9536,1933,1982,3692,22.3325062034739,0,1,5.66502463054187,20.85884575449053,.3883470025496471,21.14850582276538,.0649604997164796,633,.2027055369127517,.2078439597315436,.3871644295302014,0,465.8303022094651
West Bengal,16,2007,543,120,72,169,20.0680272108844,5.78231292517007,0,12.8378378378378,23.33012744876707,5.68989886561988,23.01500406660595,5.496386913936564,849,.2209944751381215,.1325966850828729,.3112338858195212,32.90077575358436,468.1896324752587
Assam,17,2007,298,41,44,85,6.349206349206351,12.6984126984127,0,11.0236220472441,7.041459176696906,16.81400492085278,6.850170066036583,16.53238307641102,318,.1375838926174497,.1476510067114094,.285234899328859,213.5111735981307,44.70767731236132
Andhra Pradesh,1,2008,1149,261,144,405,13.265306122449,5.10204081632653,0,8.783783783783781,16.34772416067709,6.884261306867715,16.1914379564353,6.592446579882876,266,.227154046997389,.1253263707571801,.3524804177545692,35.12378217789649,216.8575653967373
Bihar,2,2008,928,195,179,368,16.0493827160494,0,0,5.76131687242798,15.86564574359837,1.18964496875288,15.72149687652823,.9136923170511412,822,.2101293103448276,.1928879310344828,.396551724137931,0,254.6338205762705
Delhi,3,2008,44,0,0,0,17.1428571428571,0,1,4.28571428571429,16.79538277900441,0,16.91818934859208,0,8444,0,0,0,0,287.9208476400748
Gujarat,4,2008,673,218,64,282,7.14285714285714,15.3846153846154,0,8.79120879120879,6.833575353044188,14.75657152634479,7.090276084255423,14.7641796887558,244,.3239227340267459,.0950965824665676,.4190193164933135,227.0241773283816,48.81125252174418
Haryana,5,2008,219,53,0,53,18.8888888888889,0,0,13.9784946236559,19.9542761413706,0,19.34828261296851,0,446,.2420091324200913,0,.2420091324200913,0,376.9141048925561
Karnataka,6,2008,1072,233,306,425,16.0714285714286,6.696428571428569,1,1.33928571428571,16.89074740630955,6.846398092070611,16.20404717739804,6.554303055471767,264,.2173507462686567,.2854477611940299,.396455223880597,45.84641579511569,271.4584404585469
Kerala,7,2008,89,12,11,19,9.28571428571429,.714285714285714,0,4.9645390070922,9.30538635450382,1.362141966146835,9.810949112937148,1.143760316373282,799,.1348314606741573,.1235955056179775,.2134831460674157,.9729585472477392,86.40715900610695
Maharashtra,8,2008,2847,354,722,1076,6.25,7.638888888888889,0,4.16666666666667,11.37856053760878,9.218171042151615,10.20003720738115,8.853630842641897,298,.1243414120126449,.2536002809975413,.3779416930101862,70.41658434976929,71.11600336005489
Madhya Pradesh,9,2008,4344,917,735,1652,15.2173913043478,20.4347826086957,1,10.8695652173913,15.49997851128784,20.87486022727732,15.1706328474091,20.27154062693984,185,.2110957642725599,.1691988950276243,.3802946593001841,426.5732307313203,235.8692382152493
Odisha,10,2008,2618,553,620,1060,14.9659863945578,23.1292517006803,0,7.48299319727891,16.96183723115879,22.65288199387527,16.52525250878557,22.13056987892294,226,.2112299465240642,.2368220015278839,.4048892284186402,523.9442093821498,253.8506252282264
Punjab,11,2008,452,75,0,75,25,0,0,6.03448275862069,31.09372495607234,0,28.8547283901116,0,460,.165929203539823,0,.165929203539823,0,777.3431239018086
Rajasthan,12,2008,1992,404,267,626,17,12.5,1,14,17.65344809483519,13.23807717197264,17.15615719543503,12.56071351488947,154,.2028112449799197,.1340361445783133,.3142570281124498,165.475964649658,300.1086176121983
Tamil Nadu,13,2008,375,60,89,127,17.9487179487179,1.28205128205128,0,9.361702127659569,19.73887615859241,1.085862148043417,19.00068101173933,1.043688668141885,465,.16,.2373333333333333,.3386666666666667,1.392130959030019,354.2875207952474
Tripura,14,2008,29,5,0,5,11.6666666666667,33.3333333333333,1,5,17.70237771283218,31.56721090142073,17.37070139031502,31.05229646258771,292,.1724137931034483,0,.1724137931034483,1052.24036338069,206.5277399830427
Uttar Pradesh,15,2008,11046,2172,2350,4268,22.3325062034739,0,0,5.66502463054187,20.81655626871973,.4355603467416238,21.14850582276538,.0649604997164796,647,.1966322650733297,.2127466956364295,.3863842114792685,0,464.8858720061468
West Bengal,16,2008,1093,224,211,392,20.0680272108844,5.78231292517007,0,12.8378378378378,23.37800840377986,5.719301608916548,23.01500406660595,5.496386913936564,862,.2049405306495883,.1930466605672461,.3586459286367795,33.07079161618414,469.1505087833384
Assam,17,2008,347,50,67,117,6.349206349206351,12.6984126984127,0,11.0236220472441,7.069937221691736,16.85593253907215,6.850170066036583,16.53238307641102,324,.1440922190201729,.1930835734870317,.3371757925072046,214.0435877977417,44.88849029645547
Andhra Pradesh,1,2009,1333,289,235,524,16.3265306122449,6.46258503401361,1,11.5254237288136,16.3682484088153,6.922582047516276,16.1914379564353,6.592446579882876,270,.2168042010502626,.1762940735183796,.3930982745686422,44.73777513700998,267.2367087153519
Bihar,2,2009,887,129,241,361,16.0493827160494,0,0,5.76131687242798,15.88275836596832,1.222404894998074,15.72149687652823,.9136923170511412,842,.1454340473506201,.2717023675310034,.4069898534385569,0,254.908467601961
Delhi,3,2009,73,0,0,0,17.1428571428571,0,0,4.28571428571429,16.78038158683701,0,16.91818934859208,0,8742,0,0,0,0,287.6636843457766
Gujarat,4,2009,864,282,118,400,7.14285714285714,15.3846153846154,0,8.79120879120879,6.801805431686788,14.75562928721505,7.090276084255423,14.7641796887558,249,.3263888888888889,.1365740740740741,.462962962962963,227.0096813417702,48.58432451204847
Haryana,5,2009,169,36,0,36,18.8888888888889,0,1,10,20.02895787945548,0,19.34828261296851,0,457,.2130177514792899,0,.2130177514792899,0,378.3247599452704
Karnataka,6,2009,1064,247,257,401,16.0714285714286,6.696428571428569,0,1.33928571428571,16.97796416432632,6.883495790742408,16.20404717739804,6.554303055471767,268,.2321428571428572,.2415413533834586,.3768796992481203,46.09483788443575,272.8601383552449
Kerala,7,2009,71,7,5,11,9.28571428571429,.714285714285714,0,4.9645390070922,9.235897463170899,1.392159289645789,9.810949112937148,1.143760316373282,806,.0985915492957746,.0704225352112676,.1549295774647887,.9943994926041343,85.76190501515839
Maharashtra,8,2009,2143,392,346,738,9.72222222222222,8.680555555555559,1,3.81944444444444,11.52782234416024,9.264340619964319,10.20003720738115,8.853630842641897,303,.1829211385907606,.161455902939804,.3443770415305646,80.4196234371903,112.0760505682245
Madhya Pradesh,9,2009,2666,422,539,961,15.2173913043478,20.4347826086957,0,10.8695652173913,15.54044109243225,20.94898335000023,15.1706328474091,20.27154062693984,188,.1582895723930983,.2021755438859715,.3604651162790697,428.0879206304405,236.4849731457077
Odisha,10,2009,1331,267,372,602,16.3265306122449,22.4489795918367,1,4.76190476190476,17.0179065100295,22.7199596407511,16.52525250878557,22.13056987892294,229,.2006010518407213,.279489105935387,.4522915101427498,510.0399103025748,277.8433715923185
Punjab,11,2009,816,105,0,105,25,0,0,6.03448275862069,31.38158762483619,0,28.8547283901116,0,468,.1286764705882353,0,.1286764705882353,0,784.5396906209047
Rajasthan,12,2009,1672,413,174,547,17,12.5,0,14,17.71414253787943,13.32074854883613,17.15615719543503,12.56071351488947,158,.2470095693779904,.104066985645933,.3271531100478469,166.5093568604516,301.1404231439503
Tamil Nadu,13,2009,479,68,94,139,17.9487179487179,1.28205128205128,0,9.361702127659569,19.83262524865112,1.091218705287672,19.00068101173933,1.043688668141885,470,.1419624217118998,.1962421711899791,.2901878914405011,1.398998340112397,355.9701967706601
Tripura,14,2009,392,34,113,147,11.6666666666667,33.3333333333333,0,5,17.74472237015413,31.63297637814636,17.37070139031502,31.05229646258771,297,.086734693877551,.288265306122449,.375,1054.432545938211,207.0217609851321
Uttar Pradesh,15,2009,7928,1690,1606,3286,22.3325062034739,0,0,5.66502463054187,20.77573919533059,.4811298423196664,21.14850582276538,.0649604997164796,662,.2131685166498486,.2025731584258325,.4144803229061554,0,463.9743244614762
West Bengal,16,2009,1658,427,242,594,20.0680272108844,5.78231292517007,0,12.8378378378378,23.42469492639423,5.747971467568022,23.01500406660595,5.496386913936564,876,.2575392038600724,.1459589867310012,.3582629674306393,33.23656971042735,470.0874151895453
Assam,17,2009,421,170,43,213,6.349206349206351,12.6984126984127,0,11.0236220472441,7.097563386008368,16.89660130462656,6.850170066036583,16.53238307641102,329,.4038004750593824,.1021377672209026,.5059382422802851,214.5600165666865,45.06389451433886
Andhra Pradesh,1,2010,2088,464,194,658,16.3265306122449,6.46258503401361,0,11.5254237288136,16.38836115433161,6.96013670282063,16.1914379564353,6.592446579882876,274,.2222222222222222,.092911877394636,.3151340996168582,44.98047529033743,267.5650800707202
Bihar,2,2010,2461,358,806,1159,15.6378600823045,.823045267489712,1,14.344262295082,15.89916175371944,1.253808264976038,15.72149687652823,.9136923170511412,861,.1454693214140593,.3275091426249492,.4709467696058513,1.031940958828015,248.6288669305917
Delhi,3,2010,43,2,0,2,17.1428571428571,0,0,4.28571428571429,16.76591974947797,0,16.91818934859208,0,9041,.0465116279069767,0,.0465116279069767,0,287.4157671339073
Gujarat,4,2010,520,126,34,160,7.14285714285714,15.3846153846154,0,8.79120879120879,6.771077673673891,14.75471968838883,7.090276084255423,14.7641796887558,253,.2423076923076923,.0653846153846154,.3076923076923077,226.9956875136745,48.36484052624206
Haryana,5,2010,208,18,0,18,18.8888888888889,0,0,10,20.10111840900875,0,19.34828261296851,0,467,.0865384615384615,0,.0865384615384615,0,379.6877921701656
Karnataka,6,2010,1191,350,314,522,16.0714285714286,6.696428571428569,0,1.33928571428571,17.06279310201566,6.919578534383403,16.20404717739804,6.554303055471767,272,.2938706968933669,.2636439966414778,.438287153652393,46.33646339988884,274.2234605681094
Kerala,7,2010,66,8,5,10,9.28571428571429,.714285714285714,0,4.9645390070922,9.167059854448741,1.421894139332597,9.810949112937148,1.143760316373282,813,.1212121212121212,.0757575757575758,.1515151515151515,1.015638670951855,85.12269864845264
Maharashtra,8,2010,1701,246,244,490,9.72222222222222,8.680555555555559,0,3.81944444444444,11.67290934493503,9.309218277409881,10.20003720738115,8.853630842641897,309,.1446208112874779,.1434450323339212,.2880658436213992,80.8091864358497,113.4866186313127
Madhya Pradesh,9,2010,1987,482,426,908,15.2173913043478,20.4347826086957,0,10.8695652173913,15.57951358654815,21.02055731087287,15.1706328474091,20.27154062693984,192,.2425767488676397,.2143935581278309,.4569703069954705,429.5505189613162,237.0795545779062
Odisha,10,2010,1584,146,708,818,16.3265306122449,22.4489795918367,0,4.76190476190476,17.07257705537814,22.78536387665929,16.52525250878557,22.13056987892294,233,.0921717171717172,.446969696969697,.5164141414141414,511.5081686596976,278.735951924541
Punjab,11,2010,492,77,0,77,25,0,0,6.03448275862069,31.66233678468642,0,28.8547283901116,0,476,.1565040650406504,0,.1565040650406504,0,791.5584196171604
Rajasthan,12,2010,2222,551,236,714,17,12.5,0,14,17.77266653195596,13.40046506080573,17.15615719543503,12.56071351488947,161,.247974797479748,.1062106210621062,.3213321332133213,167.5058132600716,302.1353310432513
Tamil Nadu,13,2010,752,125,185,265,17.9487179487179,1.28205128205128,0,9.361702127659569,19.92380807328408,1.096427228371138,19.00068101173933,1.043688668141885,475,.1662234042553191,.2460106382978723,.3523936170212766,1.405675933809148,357.6068115717645
Tripura,14,2010,100,13,30,43,11.6666666666667,33.3333333333333,0,5,17.78598109554092,31.69698376868151,17.37070139031502,31.05229646258771,301,.13,.3,.43,1056.566125622716,207.5031127813114
Uttar Pradesh,15,2010,5505,1001,1223,2203,22.3325062034739,0,0,5.66502463054187,20.73631895163789,.5251398722283271,21.14850582276538,.0649604997164796,676,.1818346957311535,.2221616712079927,.4001816530426885,0,463.0939716246666
West Bengal,16,2010,1921,525,182,613,20.0680272108844,5.78231292517007,0,12.8378378378378,23.47023171884634,5.775935380963425,23.01500406660595,5.496386913936564,889,.2732951587714732,.094742321707444,.3191046330036439,33.39826580829192,471.0012487795705
Assam,17,2010,504,199,35,234,6.349206349206351,12.6984126984127,0,11.0236220472441,7.124368519856103,16.93606600020533,6.850170066036583,16.53238307641102,335,.3948412698412698,.0694444444444444,.4642857142857143,215.061155558163,45.23408584035622
Andhra Pradesh,1,2011,1690,307,185,492,16.3265306122449,6.46258503401361,0,11.5254237288136,16.40807579717552,6.996948018105815,16.40807579717552,6.996948018105815,277,.1816568047337278,.1094674556213018,.2911242603550296,45.21837154558182,267.8869517906208
Bihar,2,2011,1285,269,246,480,15.6378600823045,.823045267489712,0,14.344262295082,15.91490126192019,1.283938555219292,15.91490126192019,1.283938555219292,881,.2093385214007782,.1914396887159533,.3735408560311284,1.056739551620816,248.8749991575992
Delhi,3,2011,43,0,0,0,17.1428571428571,0,0,4.28571428571429,16.75195904012291,0,16.75195904012291,0,9340,0,0,0,0,287.1764406878206
Gujarat,4,2011,819,244,59,303,7.14285714285714,15.3846153846154,0,8.79120879120879,6.741343089571005,14.75383759401024,6.741343089571005,14.75383759401024,258,.2979242979242979,.072039072039072,.36996336996337,226.982116830927,48.15245063979287
Haryana,5,2011,284,52,0,52,18.8888888888889,0,0,10,20.1708879748237,0,20.1708879748237,0,478,.1830985915492958,0,.1830985915492958,0,381.0056617466701
Karnataka,6,2011,965,252,231,374,16.0714285714286,6.696428571428569,0,1.33928571428571,17.1453328068771,6.954687526930265,17.1453328068771,6.954687526930265,276,.261139896373057,.2393782383419689,.3875647668393782,46.57156826069372,275.5499915390967
Kerala,7,2011,55,4,13,15,10,1.42857142857143,1,5,9.098866819407412,1.451350400156427,9.098866819407412,1.451350400156427,820,.0727272727272727,.2363636363636364,.2727272727272727,2.073357714509183,90.98866819407412
Maharashtra,8,2011,636,114,90,204,9.72222222222222,8.680555555555559,0,3.81944444444444,11.81399492711561,9.352859073254743,11.81399492711561,9.352859073254743,315,.1792452830188679,.1415094339622641,.3207547169811321,81.18801278866968,114.8582840136239
Madhya Pradesh,9,2011,2859,685,598,1283,15.2173913043478,20.4347826086957,0,10.8695652173913,15.6172633166356,21.08971082565393,15.6172633166356,21.08971082565393,196,.2395942637285764,.2091640433718083,.4487583071003847,430.9636560024944,237.6540069922804
Odisha,10,2011,713,114,280,362,16.3265306122449,22.4489795918367,0,4.76190476190476,17.12590095186526,22.84915945307188,17.12590095186526,22.84915945307188,236,.1598877980364656,.3927068723702665,.5077138849929874,512.9403142526332,279.6065461529022
Punjab,11,2011,310,36,0,36,25,0,0,6.03448275862069,31.93623997227731,0,31.93623997227731,0,484,.1161290322580645,0,.1161290322580645,0,798.4059993069327
Rajasthan,12,2011,2352,419,424,776,17,12.5,0,14,17.82913445568423,13.47738096493725,17.82913445568423,13.47738096493725,165,.1781462585034014,.1802721088435374,.3299319727891156,168.4672620617156,303.095285746632
Tamil Nadu,13,2011,1057,191,272,394,18.8034188034188,.854700854700855,1,7.23404255319149,20.01252858225765,1.101496485718123,20.01252858225765,1.101496485718123,480,.1807000946073794,.2573320719016083,.3727530747398297,.9414499877932679,376.3039562475797
Tripura,14,2011,91,13,36,49,11.6666666666667,33.3333333333333,0,5,17.82615121680756,31.75937289819014,17.82615121680756,31.75937289819014,305,.1428571428571428,.3956043956043956,.5384615384615384,1058.645763273003,207.9717641960888
Uttar Pradesh,15,2011,5151,1041,1060,2023,22.3325062034739,0,0,5.66502463054187,20.69822504106491,.5676691411167641,20.69822504106491,.5676691411167641,690,.2020966802562609,.205785284410794,.3927392739273927,0,462.2432391304808
West Bengal,16,2011,1184,252,170,387,23.1292517006803,5.4421768707483,1,11.8243243243243,23.51466207780645,5.803219166372276,23.51466207780645,5.803219166372276,903,.2128378378378378,.1435810810810811,.3268581081081081,31.58214512311443,543.8765378540272
Assam,17,2011,220,20,22,42,6.349206349206351,12.6984126984127,1,11.1111111111111,7.150391968409749,16.97437983519356,7.150391968409749,16.97437983519356,340,.0909090909090909,.1,.1909090909090909,215.5476804469023,45.39931408514127
Andhra Pradesh,1,2012,1543,286,262,548,16.3265306122449,6.46258503401361,0,11.5254237288136,16.42989881057727,7.038739399718988,16.40807579717552,6.996948018105815,281,.1853532080362929,.169799092676604,.3551523007128969,45.48845190294587,268.2432458869758
Bihar,2,2012,1247,205,408,596,15.6378600823045,.823045267489712,0,14.344262295082,15.93437206136715,1.328368402579959,15.91490126192019,1.283938555219292,903,.1643945469125902,.3271852445870088,.4779470729751403,1.093307327226304,249.1794807950414
Delhi,3,2012,36,0,0,0,17.1428571428571,0,0,4.28571428571429,16.73542728031916,0,16.75195904012291,0,9707,0,0,0,0,286.8930390911848
